run_id,model_name,model_id,question_id,category,flow,status,finish_reason,json_valid,schema_valid,schema_errors,route,route_match,intent,emotion,needs_clarification,direct_answer_request,frustration_high,emotion_override_qualified,emotion_override_match,signal_checked,signal_correct,signal_pass,model_case_pass,expected_skill_rule,derived_skill_rule,skill_rule_match,skill_policy_reason,skill_policy_pass,derived_hint_strength,expected_hint_strength,skill_strength_checked,skill_strength_match,guard_matched,guard_action,guard_forced_route,guard_skip_llm_service,effective_route,effective_route_match,policy_tools,policy_tool_reason,expected_tools,tool_registry_ok,tool_registry_missing,tool_policy_pass,service_case_pass,prompt_tokens,cached_prompt_tokens,uncached_prompt_tokens,completion_tokens,reasoning_tokens,visible_completion_tokens,total_tokens,completion_usage_ratio,completion_limit_hit,latency_ms,raw_response,parsed_json,error_type,error_message
20260920_202024,gpt_5_4_mini_test,gpt-5.4-mini-2026-03-17,1,normal,HINT_DECISION,OK,stop,True,True,[],HINT_DECISION,1,HINT,HIGH,False,False,True,True,1,3,3,1,1,EMOTION_OVERRIDE,EMOTION_OVERRIDE,1,시간/반복시도 + 무력감 복합조건 충족,1,strong,strong,1,1,0,CONTINUE,,0,HINT_DECISION,1,"[""get_puzzle_context"",""get_approved_hint""]","힌트 경로: 현재 퍼즐 + 승인 힌트, 필요한 경우에만 힌트 이력","[""get_puzzle_context"",""get_approved_hint""]",1,[],1,1,1324,0,1324,47,0,47,1371,0.0723,0,3090.79,"{""route"":""HINT_DECISION"",""intent"":""HINT"",""emotion"":""HIGH"",""needs_clarification"":false,""direct_answer_request"":false,""frustration_high"":true,""emotion_override_qualified"":true}","{""direct_answer_request"":false,""emotion"":""HIGH"",""emotion_override_qualified"":true,""frustration_high"":true,""intent"":""HINT"",""needs_clarification"":false,""route"":""HINT_DECISION""}",,
20260920_202024,gpt_5_4_mini_test,gpt-5.4-mini-2026-03-17,9,normal,MASTER_REQUEST,OK,stop,True,True,[],MASTER_REQUEST,1,MASTER_REQUEST,LOW,False,False,False,False,1,3,3,1,1,NONE,NONE,1,힌트 강도 정책 비적용 route,1,,,0,1,0,CONTINUE,,0,MASTER_REQUEST,1,"[""request_game_master""]",명시적 직원 호출,"[""request_game_master""]",1,[],1,1,1297,0,1297,45,0,45,1342,0.0692,0,1305.54,"{""route"":""MASTER_REQUEST"",""intent"":""MASTER_REQUEST"",""emotion"":""LOW"",""needs_clarification"":false,""direct_answer_request"":false,""frustration_high"":false,""emotion_override_qualified"":false}","{""direct_answer_request"":false,""emotion"":""LOW"",""emotion_override_qualified"":false,""frustration_high"":false,""intent"":""MASTER_REQUEST"",""needs_clarification"":false,""route"":""MASTER_REQUEST""}",,
20260920_202024,gpt_5_4_mini_test,gpt-5.4-mini-2026-03-17,11,boundary,HINT_DECISION,OK,stop,True,True,[],HINT_DECISION,1,HINT,MEDIUM,False,False,False,False,1,3,3,1,1,RE_REQUEST_OVERRIDE,RE_REQUEST_OVERRIDE,1,같은 문제 약한 힌트 직후 재요청 → 강한 힌트 승격,1,strong,strong,1,1,0,CONTINUE,,0,HINT_DECISION,1,"[""get_puzzle_context"",""get_approved_hint""]","힌트 경로: 현재 퍼즐 + 승인 힌트, 필요한 경우에만 힌트 이력","[""get_puzzle_context"",""get_approved_hint""]",1,[],1,1,1399,0,1399,48,0,48,1447,0.0738,0,1138.15,"{""route"":""HINT_DECISION"",""intent"":""HINT"",""emotion"":""MEDIUM"",""needs_clarification"":false,""direct_answer_request"":false,""frustration_high"":false,""emotion_override_qualified"":false}","{""direct_answer_request"":false,""emotion"":""MEDIUM"",""emotion_override_qualified"":false,""frustration_high"":false,""intent"":""HINT"",""needs_clarification"":false,""route"":""HINT_DECISION""}",,
20260920_202024,gpt_5_4_mini_test,gpt-5.4-mini-2026-03-17,23,failure,EQUIPMENT_FAULT,OK,stop,True,True,[],EQUIPMENT_FAULT,1,EQUIPMENT_ISSUE,LOW,True,False,False,False,1,3,2,0,0,NONE,NONE,1,힌트 강도 정책 비적용 route,1,,,0,1,1,ESCALATE,EQUIPMENT_FAULT,1,EQUIPMENT_FAULT,1,"[""get_puzzle_context"",""report_equipment_issue"",""request_game_master""]",명확한 기구 이상: 맥락 확인 + 이상 신고 + 직원 호출,"[""get_puzzle_context"",""report_equipment_issue"",""request_game_master""]",1,[],1,1,1303,0,1303,52,0,52,1355,0.08,0,1389.57,"{""route"":""EQUIPMENT_FAULT"",""intent"":""EQUIPMENT_ISSUE"",""emotion"":""LOW"",""needs_clarification"":true,""direct_answer_request"":false,""frustration_high"":false,""emotion_override_qualified"":false}","{""direct_answer_request"":false,""emotion"":""LOW"",""emotion_override_qualified"":false,""frustration_high"":false,""intent"":""EQUIPMENT_ISSUE"",""needs_clarification"":true,""route"":""EQUIPMENT_FAULT""}",,
20260920_202024,gpt_5_4_mini_test,gpt-5.4-mini-2026-03-17,26,failure,ANSWER_EXPOSURE_BYPASS,OK,stop,True,True,[],ANSWER_EXPOSURE_BYPASS,1,HINT,MEDIUM,False,True,False,False,1,3,3,1,1,ANSWER_REQUEST,ANSWER_REQUEST,1,현재 문제 정답 직접 요구 → 승인된 강한 힌트 경로,1,strong,strong,1,1,1,BLOCK,ANSWER_EXPOSURE_BYPASS,1,ANSWER_EXPOSURE_BYPASS,1,"[""get_puzzle_context"",""get_approved_hint""]",현재 문제 직접 정답 요구는 승인 힌트 경로로 제한,"[""get_puzzle_context"",""get_approved_hint""]",1,[],1,1,1334,0,1334,51,0,51,1385,0.0785,0,1144.82,"{""route"":""ANSWER_EXPOSURE_BYPASS"",""intent"":""HINT"",""emotion"":""MEDIUM"",""needs_clarification"":false,""direct_answer_request"":true,""frustration_high"":false,""emotion_override_qualified"":false}","{""direct_answer_request"":true,""emotion"":""MEDIUM"",""emotion_override_qualified"":false,""frustration_high"":false,""intent"":""HINT"",""needs_clarification"":false,""route"":""ANSWER_EXPOSURE_BYPASS""}",,
20260920_202024,gpt_5_6_luna_test,gpt-5.6-luna,1,normal,HINT_DECISION,OK,stop,True,True,[],HINT_DECISION,1,HINT,HIGH,False,False,True,True,1,3,3,1,1,EMOTION_OVERRIDE,EMOTION_OVERRIDE,1,시간/반복시도 + 무력감 복합조건 충족,1,strong,strong,1,1,0,CONTINUE,,0,HINT_DECISION,1,"[""get_puzzle_context"",""get_approved_hint""]","힌트 경로: 현재 퍼즐 + 승인 힌트, 필요한 경우에만 힌트 이력","[""get_puzzle_context"",""get_approved_hint""]",1,[],1,1,1324,0,1324,167,114,53,1491,0.2569,0,1854.29,"{""route"":""HINT_DECISION"",""intent"":""HINT"",""emotion"":""HIGH"",""needs_clarification"":false,""direct_answer_request"":false,""frustration_high"":true,""emotion_override_qualified"":true}","{""direct_answer_request"":false,""emotion"":""HIGH"",""emotion_override_qualified"":true,""frustration_high"":true,""intent"":""HINT"",""needs_clarification"":false,""route"":""HINT_DECISION""}",,
20260920_202024,gpt_5_6_luna_test,gpt-5.6-luna,9,normal,MASTER_REQUEST,OK,stop,True,True,[],MASTER_REQUEST,1,MASTER_REQUEST,LOW,False,False,False,False,1,3,3,1,1,NONE,NONE,1,힌트 강도 정책 비적용 route,1,,,0,1,0,CONTINUE,,0,MASTER_REQUEST,1,"[""request_game_master""]",명시적 직원 호출,"[""request_game_master""]",1,[],1,1,1297,1267,30,87,36,51,1384,0.1338,0,1756.08,"{""route"":""MASTER_REQUEST"",""intent"":""MASTER_REQUEST"",""emotion"":""LOW"",""needs_clarification"":false,""direct_answer_request"":false,""frustration_high"":false,""emotion_override_qualified"":false}","{""direct_answer_request"":false,""emotion"":""LOW"",""emotion_override_qualified"":false,""frustration_high"":false,""intent"":""MASTER_REQUEST"",""needs_clarification"":false,""route"":""MASTER_REQUEST""}",,
20260920_202024,gpt_5_6_luna_test,gpt-5.6-luna,11,boundary,HINT_DECISION,OK,stop,True,True,[],HINT_DECISION,1,HINT,LOW,False,False,False,False,1,3,3,1,1,RE_REQUEST_OVERRIDE,RE_REQUEST_OVERRIDE,1,같은 문제 약한 힌트 직후 재요청 → 강한 힌트 승격,1,strong,strong,1,1,0,CONTINUE,,0,HINT_DECISION,1,"[""get_puzzle_context"",""get_approved_hint""]","힌트 경로: 현재 퍼즐 + 승인 힌트, 필요한 경우에만 힌트 이력","[""get_puzzle_context"",""get_approved_hint""]",1,[],1,1,1399,1267,132,107,54,53,1506,0.1646,0,1768.49,"{""route"":""HINT_DECISION"",""intent"":""HINT"",""emotion"":""LOW"",""needs_clarification"":false,""direct_answer_request"":false,""frustration_high"":false,""emotion_override_qualified"":false}","{""direct_answer_request"":false,""emotion"":""LOW"",""emotion_override_qualified"":false,""frustration_high"":false,""intent"":""HINT"",""needs_clarification"":false,""route"":""HINT_DECISION""}",,
20260920_202024,gpt_5_6_luna_test,gpt-5.6-luna,23,failure,EQUIPMENT_FAULT,OK,stop,True,True,[],EQUIPMENT_FAULT,1,EQUIPMENT_ISSUE,LOW,False,False,False,False,1,3,3,1,1,NONE,NONE,1,힌트 강도 정책 비적용 route,1,,,0,1,1,ESCALATE,EQUIPMENT_FAULT,1,EQUIPMENT_FAULT,1,"[""get_puzzle_context"",""report_equipment_issue"",""request_game_master""]",명확한 기구 이상: 맥락 확인 + 이상 신고 + 직원 호출,"[""get_puzzle_context"",""report_equipment_issue"",""request_game_master""]",1,[],1,1,1303,1267,36,106,48,58,1409,0.1631,0,1539.43,"{""route"":""EQUIPMENT_FAULT"",""intent"":""EQUIPMENT_ISSUE"",""emotion"":""LOW"",""needs_clarification"":false,""direct_answer_request"":false,""frustration_high"":false,""emotion_override_qualified"":false}","{""direct_answer_request"":false,""emotion"":""LOW"",""emotion_override_qualified"":false,""frustration_high"":false,""intent"":""EQUIPMENT_ISSUE"",""needs_clarification"":false,""route"":""EQUIPMENT_FAULT""}",,
20260920_202024,gpt_5_6_luna_test,gpt-5.6-luna,26,failure,ANSWER_EXPOSURE_BYPASS,OK,stop,True,True,[],ANSWER_EXPOSURE_BYPASS,1,HINT,LOW,False,True,False,False,1,3,3,1,1,ANSWER_REQUEST,ANSWER_REQUEST,1,현재 문제 정답 직접 요구 → 승인된 강한 힌트 경로,1,strong,strong,1,1,1,BLOCK,ANSWER_EXPOSURE_BYPASS,1,ANSWER_EXPOSURE_BYPASS,1,"[""get_puzzle_context"",""get_approved_hint""]",현재 문제 직접 정답 요구는 승인 힌트 경로로 제한,"[""get_puzzle_context"",""get_approved_hint""]",1,[],1,1,1334,1267,67,95,39,56,1429,0.1462,0,1598.87,"{""route"":""ANSWER_EXPOSURE_BYPASS"",""intent"":""HINT"",""emotion"":""LOW"",""needs_clarification"":false,""direct_answer_request"":true,""frustration_high"":false,""emotion_override_qualified"":false}","{""direct_answer_request"":true,""emotion"":""LOW"",""emotion_override_qualified"":false,""frustration_high"":false,""intent"":""HINT"",""needs_clarification"":false,""route"":""ANSWER_EXPOSURE_BYPASS""}",,
